"ID","FECHA_UTC","HORA_UTC","LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","FECHA_CORTE"
"5022","19920612","210707","-4.35","-79.24","73","4.5","20223006"
"5023","19920613","213813","-4.39","-81.67","34","4.5","20223006"
"5024","19920614","051651","-8.67","-74.76","169","4.8","20223006"
"5025","19920615","012544","-12.59","-78.72","37","4.6","20223006"
"5026","19920616","011752","-10.8","-74.67","16","5.5","20223006"
"5027","19920616","032427","-12.33","-79.24","19","4.6","20223006"
"5028","19920617","025244","-9.55","-80.12","5","4.8","20223006"
"5029","19920617","134817","-17.37","-72.52","68","4.5","20223006"
"5030","19920620","122630","-3.07","-80.5","40","4.5","20223006"
"5031","19920620","233501","-5.28","-79.19","10","4.5","20223006"
"5032","19920621","010959","-16.02","-69.61","193","4.8","20223006"
"5033","19920624","011825","-12.31","-71.72","50","4.5","20223006"
"5034","19920624","085946","-9.78","-79.89","19","4.6","20223006"
"5035","19920625","195444","-10.62","-80.05","34","4.5","20223006"
"5036","19920626","031052","-18.46","-70.58","108","4.6","20223006"
"5037","19920629","002710","-8.02","-76.89","41","4.6","20223006"
"5038","19920629","095741","-12.58","-75.48","148","5.8","20223006"
"5039","19920629","235100","-6.24","-77.76","57","4.5","20223006"
"5040","19920630","055733","-8.53","-79.76","25","4.6","20223006"
"5041","19920630","090757","-7.84","-75.53","43","4.6","20223006"
"5042","19920701","145754","-16.8","-73.66","23","4.6","20223006"
"5043","19920704","055626","-15.86","-71.3","125","4.8","20223006"
"5044","19920710","060815","-14.449","-75.615","50","4.7","20223006"
"5045","19920713","181128","-3.67","-76.29","110","6.5","20223006"
"5046","19920717","184556","-10.7","-78.98","27","6","20223006"
"5047","19920718","013300","-16.26","-73.4","44","4.9","20223006"
"5048","19920719","032450","-7.38","-80.35","56","4.5","20223006"
"5049","19920720","192952","-9.5","-76.28","57","4.7","20223006"
"5050","19920722","122404","-11.51","-78.25","24","4.7","20223006"
"5051","19920722","123716","-8.87","-74.69","148","4.8","20223006"
"5052","19920724","144756","-6.72","-79.16","42","4.5","20223006"
"5053","19920724","235307","-9.39","-78.82","12","4.6","20223006"
"5054","19920726","233407","-9.69","-79.98","42","4.7","20223006"
"5055","19920728","190141","-13.02","-71.71","140","4.5","20223006"
"5056","19920729","025820","-9.5","-78.01","23","4.5","20223006"
"5057","19920730","041101","-15.303","-70.717","213","4.2","20223006"
"5058","19920731","010953","-10.18","-77.48","90","4.5","20223006"
"5059","19920803","141859","-5.14","-81.18","40","4.9","20223006"
"5060","19920806","041526","-6.32","-79.73","64","5","20223006"
"5061","19920808","051143","-10.31","-80.46","44","4.6","20223006"
"5062","19920812","220548","-6.95","-79.06","114","4.5","20223006"
"5063","19920813","181645","-4.01","-78.67","119","4.7","20223006"
"5064","19920817","005208","-4.683","-77.985","50","5.3","20223006"
"5065","19920818","125456","-8.1","-80.6","53","5.6","20223006"
"5066","19920818","125837","-6.94","-80.64","48","4.5","20223006"
"5067","19920819","221916","-7.67","-74.99","151","4.5","20223006"
"5068","19920822","073542","-15.543","-70.717","172","4.8","20223006"
"5069","19920825","121043","-15.13","-75.14","33","5","20223006"
"5070","19920826","215252","-2.405","-76.196","176","4.4","20223006"
"5071","19920830","123010","-11.88","-77.94","28","4.6","20223006"
"5072","19920901","200001","-8.84","-74.39","159","4.6","20223006"
"5073","19920902","223729","-12.434","-70.996","28","5.2","20223006"
"5074","19920903","161340","-8.25","-79.84","46","4.5","20223006"
"5075","19920903","222346","-14.52","-74.53","89","5.4","20223006"
"5076","19920906","104347","-16.37","-74.7","53","4.6","20223006"
"5077","19920906","135555","-15.17","-73.43","20","4.9","20223006"
"5078","19920906","204133","-12.34","-76.8","32","4.5","20223006"
"5079","19920910","225900","-3.89","-78.33","112","4.5","20223006"
"5080","19920912","153058","-15.17","-74.29","40","4.5","20223006"
"5081","19920915","065021","-3.97","-77.02","81","4.5","20223006"
"5082","19920915","153020","-8.6","-74.48","147","5.1","20223006"
"5083","19920916","225428","-6.18","-81.57","28","4.5","20223006"
"5084","19920921","190833","-13.33","-74.84","70","4.7","20223006"
"5085","19920922","064906","-4.02","-76.9","53","5","20223006"
"5086","19920925","185643","-14.46","-74","74","4.9","20223006"
"5087","19920925","221934","-8.23","-80.07","20","4.5","20223006"
"5088","19920926","041620","-15.04","-72.08","185","4.8","20223006"
"5089","19920926","133848","-9.57","-74.93","130","4.6","20223006"
"5090","19920929","151616","-5.64","-79.44","102","4.5","20223006"
"5091","19921001","152812","-14.768","-72.942","91","4.4","20223006"
"5092","19921003","033220","-8.93","-76.5","15","5","20223006"
"5093","19921005","041613","-15.68","-72.9","41","4.7","20223006"
"5094","19921005","141120","-6.08","-80.75","42","4.5","20223006"
"5095","19921006","003000","-7.31","-80.42","44","5.2","20223006"
"5096","19921006","004503","-8.77","-79.6","31","5","20223006"
"5097","19921006","060904","-6.27","-76.76","70","4.7","20223006"
"5098","19921006","063554","-8.09","-80.5","10","4.6","20223006"
"5099","19921006","070005","-8.04","-80.36","14","5.3","20223006"
"5100","19921007","050938","-3.46","-81.04","51","4.5","20223006"
"5101","19921009","231001","-8.37","-76.46","16","4.9","20223006"
"5102","19921011","064630","-5.57","-80.61","25","4.5","20223006"
"5103","19921013","040320","-15.47","-73.95","84","5.1","20223006"
"5104","19921013","190547","-10.35","-78.66","24","4.5","20223006"
"5105","19921016","130448","-14.56","-74.9","44","5","20223006"
"5106","19921016","141804","-7.21","-80.69","13","4.5","20223006"
"5107","19921017","090331","-5.9","-80.95","35","4.5","20223006"
"5108","19921018","124311","-9.31","-79.17","44","5.5","20223006"
"5109","19921018","151235","-13.62","-72.26","94","4.6","20223006"
"5110","19921019","000021","-11.57","-77.51","46","4.6","20223006"
"5111","19921019","230218","-10.12","-78.96","54","5.4","20223006"
"5112","19921020","194917","-10.71","-74.84","9","4.5","20223006"
"5113","19921022","124415","-5.72","-79.82","58","4.5","20223006"
"5114","19921024","045049","-16.112","-71.912","146","4.1","20223006"
"5115","19921025","002939","-4.84","-77.08","90","4.5","20223006"
"5116","19921025","052829","-2.81","-76.5","145","4.5","20223006"
"5117","19921027","065221","-7.44","-79.74","25","4.5","20223006"
"5118","19921027","173807","-16.596","-73.105","94","4.6","20223006"
"5119","19921028","062220","-18.17","-70.71","47","4.5","20223006"
"5120","19921028","153909","-6.94","-80.89","21","4.5","20223006"
"5121","19921029","080342","-8.47","-79.57","20","4.5","20223006"
"5122","19921030","132117","-8.12","-74.02","165","4.5","20223006"
"5123","19921030","162715","-6.86","-79.82","26","4.5","20223006"
"5124","19921031","063416","-6.37","-77.96","37","4.5","20223006"
"5125","19921104","192555","-7.78","-79.84","51","4.7","20223006"
"5126","19921104","213556","-14.92","-72.77","113","5.1","20223006"
"5127","19921106","184837","-6.57","-75.27","142","5","20223006"
"5128","19921106","205139","-11.39","-75.08","51","5.6","20223006"
"5129","19921109","224116","-14.35","-72.86","18","5.1","20223006"
"5130","19921110","120330","-10.83","-74.73","50","4.6","20223006"
"5131","19921112","150839","-13.34","-76.12","43","4.6","20223006"
"5132","19921112","190920","-14.86","-72.33","35","4.7","20223006"
"5133","19921113","234238","-9.88","-75.87","48","4.8","20223006"
"5134","19921118","184254","-2.39","-76.62","155","4.6","20223006"
"5135","19921119","135650","-15.41","-74.05","39","4.8","20223006"
"5136","19921120","014715","-16.11","-76.05","21","4.5","20223006"
"5137","19921120","214616","-12.14","-78.1","31","4.7","20223006"
"5138","19921121","220031","-7.35","-81.03","38","4.6","20223006"
"5139","19921122","101455","-10.47","-80.37","32","4.5","20223006"
"5140","19921125","025334","-15.07","-75.61","10","4.9","20223006"
"5141","19921126","201511","-6.16","-77.25","32","4.5","20223006"
"5142","19921126","235101","-16.283","-70.905","206","4","20223006"
"5143","19921127","204909","-13.01","-76.81","21","5.2","20223006"
"5144","19921128","184616","-15.33","-73.76","56","4.9","20223006"
"5145","19921130","050136","-3.132","-75.622","128","4.4","20223006"
"5146","19921203","102801","-4.247","-81.159","25","4.8","20223006"
"5147","19921204","202946","-7.6","-79.05","64","4.5","20223006"
"5148","19921205","082148","-5.4","-76.56","113","4.5","20223006"
"5149","19921205","171319","-4.74","-76.89","125","4.5","20223006"
"5150","19921206","074929","-9.85","-76.66","21","4.5","20223006"
"5151","19921206","161843","-5.88","-80.3","69","4.5","20223006"
"5152","19921206","204801","-5.48","-79.7","10","4.5","20223006"
"5153","19921207","222835","-12.55","-75.3","21","4.5","20223006"
"5154","19921209","060457","-4.59","-78.36","118","4.5","20223006"
"5155","19921211","043829","-4.06","-75.9","153","4.5","20223006"
"5156","19921211","151310","-5.62","-77.65","104","4.5","20223006"
"5157","19921211","175758","-16.01","-76.46","15","5","20223006"
"5158","19921212","185248","-5.6","-79.83","98","4.5","20223006"
"5159","19921212","224350","-7.96","-80.19","17","4.5","20223006"
"5160","19921213","045813","-11.32","-73.6","124","4.5","20223006"
"5161","19921213","183950","-14.75","-75.82","13","4.6","20223006"
"5162","19921213","195022","-9.46","-74.91","139","5.1","20223006"
"5163","19921214","005006","-5.09","-78.37","16","4.5","20223006"
"5164","19921214","124949","-14.71","-72.47","34","5.2","20223006"
"5165","19921215","003951","-14.73","-75.34","33","5.2","20223006"
"5166","19921215","082643","-6.22","-79.71","63","4.5","20223006"
"5167","19921216","101552","-14.12","-76.48","33","4.5","20223006"
"5168","19921216","162951","-13.16","-77.13","10","4.8","20223006"
"5169","19921217","060625","-7.92","-80.58","21","4.5","20223006"
"5170","19921217","130939","-6.5","-75.29","156","4.8","20223006"
"5171","19921219","114618","-5.34","-80.41","47","4.5","20223006"
"5172","19921219","131508","-4.47","-75.69","144","4.5","20223006"
"5173","19921219","173231","-5.33","-77.06","109","4.6","20223006"
"5174","19921220","164433","-4.86","-76.5","138","4.5","20223006"
"5175","19921220","165628","-5.58","-78.93","31","4.5","20223006"
"5176","19921220","211156","-12.52","-75.55","51","5.5","20223006"
"5177","19921220","220621","-11.42","-77.3","35","4.9","20223006"
"5178","19921221","153757","-9.81","-77.63","21","4.5","20223006"
"5179","19921223","033210","-5.93","-78.28","39","4.5","20223006"
"5180","19921223","214735","-13.12","-76.38","16","5.1","20223006"
"5181","19921224","002853","-5.11","-76.98","110","4.5","20223006"
"5182","19921224","181939","-6.29","-77.76","68","4.5","20223006"
"5183","19921225","061855","-7.21","-80.25","14","4.5","20223006"
"5184","19921226","145812","-3.59","-75.61","158","6.1","20223006"
"5185","19921227","011839","-11.71","-73.43","103","4.5","20223006"
"5186","19930101","151929","-15.81","-73.56","47","4.8","20223006"
"5187","19930102","010805","-11.91","-75.04","35","4.7","20223006"
"5188","19930104","064403","-13.02","-75.62","89","4.9","20223006"
"5189","19930107","161512","-8.07","-80.3","64","5.3","20223006"
"5190","19930107","212542","-15.34","-74.26","46","4.6","20223006"
"5191","19930107","231522","-6.83","-77.92","116","4.9","20223006"
"5192","19930108","032653","-9.11","-77.62","44","4.7","20223006"
"5193","19930109","200559","-13.61","-76.66","47","4.9","20223006"
"5194","19930110","144828","-13.55","-75.15","128","4.9","20223006"
"5195","19930113","094219","-16.99","-75.67","8","4.8","20223006"
"5196","19930114","063632","-16.45","-73.76","27","4.6","20223006"
"5197","19930114","105832","-12.35","-74.84","91","4.6","20223006"
"5198","19930114","220416","-10.92","-79.32","16","4.6","20223006"
"5199","19930115","224949","-12.52","-76.65","60","4.5","20223006"
"5200","19930118","090202","-7.91","-81.21","21","4.7","20223006"
"5201","19930119","175937","-7.14","-77.02","58","4.7","20223006"
"5202","19930120","144739","-7.934","-74.467","147","5.1","20223006"
"5203","19930120","144805","-11.19","-74.76","45","5.4","20223006"
"5204","19930121","223446","-13.05","-76.5","70","4.7","20223006"
"5205","19930122","004254","-9.47","-78.73","25","4.8","20223006"
"5206","19930122","081536","-16.41","-73.98","35","4.7","20223006"
"5207","19930123","034610","-7.95","-74.09","162","4.6","20223006"
"5208","19930125","011451","-5","-81.42","28","5.1","20223006"
"5209","19930125","125028","-4.9","-75.94","151","5","20223006"
"5210","19930128","150655","-16.302","-71.747","127","4.7","20223006"
"5211","19930131","002646","-14.333","-73.485","100","4.1","20223006"
"5212","19930131","100231","-13.57","-75.93","71","5","20223006"
"5213","19930131","200733","-9.5","-77.99","116","4.7","20223006"
"5214","19930201","185457","-7.7","-75.34","98","5","20223006"
"5215","19930202","234108","-15.88","-72.33","36","4.6","20223006"
"5216","19930203","134754","-9.03","-75.29","100","4.5","20223006"
"5217","19930204","233946","-13.34","-74.77","121","4.8","20223006"
"5218","19930205","094451","-5.83","-75.97","104","4.6","20223006"
"5219","19930205","210057","-9.45","-79.87","50","4.6","20223006"
"5220","19930206","050716","-15.66","-73.68","66","5","20223006"
"5221","19930206","071010","-13.17","-76.37","84","4.5","20223006"
"5222","19930207","010855","-7.21","-80.66","64","4.7","20223006"
"5223","19930209","172500","-5.76","-74.84","113","4.9","20223006"
"5224","19930210","083508","-8.16","-74.8","126","4.8","20223006"
"5225","19930212","072112","-14.98","-72.9","39","4.8","20223006"
"5226","19930212","135419","-9.19","-75.83","49","4.5","20223006"
"5227","19930212","173450","-10.05","-78.82","47","4.5","20223006"
"5228","19930215","092743","-15.63","-72.61","51","4.6","20223006"
"5229","19930216","141848","-15.9","-72.77","60","4.7","20223006"
"5230","19930217","084038","-15.19","-71.95","51","4.8","20223006"
"5231","19930218","001601","-16.24","-75","35","4.6","20223006"
"5232","19930218","012154","-15.72","-74.37","29","5.1","20223006"
"5233","19930219","081607","-15.68","-74.8","28","4.5","20223006"
"5234","19930220","150408","-15.25","-75.04","46","4.5","20223006"
"5235","19930221","174146","-8.95","-79.9","57","4.8","20223006"
"5236","19930224","071554","-8.69","-78.04","21","4.7","20223006"
"5237","19930225","183316","-7.13","-77.31","23","4.9","20223006"
"5238","19930228","010520","-10.73","-78.5","47","5.2","20223006"
"5239","19930301","112505","-8.89","-76.05","32","4.7","20223006"
"5240","19930302","213834","-9.56","-78.48","29","4.6","20223006"
"5241","19930306","041758","-17.587","-70.343","122","4.1","20223006"
"5242","19930307","014613","-5.31","-75.8","122","4.9","20223006"
"5243","19930309","190235","-8.92","-80.56","39","4.7","20223006"
"5244","19930315","011535","-9.29","-76.4","38","4.6","20223006"
"5245","19930316","103754","-7.55","-77.28","124","4.9","20223006"
"5246","19930317","193449","-14.75","-75.46","35","4.8","20223006"
"5247","19930317","201058","-14.54","-75.33","89","5","20223006"
"5248","19930318","011457","-5.21","-77.5","19","4.8","20223006"
"5249","19930318","061022","-15.11","-75.68","31","4.9","20223006"
"5250","19930318","061401","-13.45","-75.11","56","4.8","20223006"
"5251","19930319","062858","-13.06","-74.38","116","4.9","20223006"
"5252","19930322","015153","-9.67","-79.3","64","4.7","20223006"
"5253","19930322","093348","-15.21","-74.93","92","4.5","20223006"
"5254","19930323","231355","-15.22","-71.03","163","5","20223006"
"5255","19930325","064834","-8.086","-74.448","159","4.8","20223006"
"5256","19930325","064846","-9.415","-74.267","33","5.1","20223006"
"5257","19930328","164427","-7.74","-80","58","4.9","20223006"
"5258","19930331","190320","-9.21","-79.87","23","4.6","20223006"
"5259","19930403","005831","-14.79","-71.15","54","4.6","20223006"
"5260","19930403","083003","-5.77","-75.79","152","5","20223006"
"5261","19930403","210243","-10.41","-75.79","73","4.8","20223006"
"5262","19930403","231250","-6.56","-75.83","149","4.8","20223006"
"5263","19930404","234407","-6.08","-80.44","56","5","20223006"
"5264","19930406","013125","-13.62","-76.53","43","4.7","20223006"
"5265","19930407","013011","-13.97","-75.17","79","5","20223006"
"5266","19930407","073421","-10.51","-79.7","10","4.8","20223006"
"5267","19930408","033906","-8.39","-75.4","60","4.6","20223006"
"5268","19930408","150509","-11.94","-77.09","63","4.5","20223006"
"5269","19930409","223613","-15.3","-74.32","29","4.9","20223006"
"5270","19930410","143410","-15.11","-75.47","55","4.9","20223006"
"5271","19930410","200148","-8.05","-75.96","82","5.1","20223006"
"5272","19930411","063459","-7.59","-79.69","25","4.9","20223006"
"5273","19930412","130608","-8.32","-75.58","48","4.9","20223006"
"5274","19930413","165751","-15.39","-71.63","43","4.6","20223006"
"5275","19930414","182423","-6.71","-77.18","29","4.9","20223006"
"5276","19930415","150142","-9.8","-80.12","22","4.8","20223006"
"5277","19930416","061632","-8.58","-79.44","28","4.7","20223006"
"5278","19930417","015544","-7.93","-76.72","123","4.9","20223006"
"5279","19930417","203049","-17.564","-72.576","80","4.2","20223006"
"5280","19930418","082848","-18.353","-69.44","126","5.2","20223006"
"5281","19930418","091623","-11.65","-76.84","107","6.4","20223006"
"5282","19930418","143322","-13.66","-74.78","55","4.6","20223006"
"5283","19930419","015834","-7.44","-74.69","141","4.8","20223006"
"5284","19930419","162924","-12.42","-74.21","88","4.7","20223006"
"5285","19930422","204428","-16.3","-72.69","60","4.9","20223006"
"5286","19930424","091921","-15.34","-70.5","216","4.9","20223006"
"5287","19930424","153354","-16.64","-72.48","52","4.9","20223006"
"5288","19930424","180534","-8.06","-79","35","4.9","20223006"
"5289","19930428","054612","-7.22","-79.87","47","4.8","20223006"
"5290","19930430","182832","-6.19","-76.26","26","4.6","20223006"
"5291","19930501","014327","-15.721","-69.357","260","5.4","20223006"
"5292","19930501","141258","-8.19","-75.96","32","4.6","20223006"
"5293","19930502","051235","-4.66","-79.38","100","4.6","20223006"
"5294","19930503","042856","-12.83","-75.07","33","4.5","20223006"
"5295","19930504","010555","-4.71","-78.99","110","4.6","20223006"
"5296","19930505","122601","-10.09","-79.38","41","4.7","20223006"
"5297","19930505","232106","-12.89","-77.26","31","4.6","20223006"
"5298","19930506","130318","-8.472","-71.485","573","6.1","20223006"
"5299","19930507","073113","-9.05","-75.32","101","4.7","20223006"
"5300","19930508","144303","-4.79","-79.35","108","5.1","20223006"
"5301","19930509","164159","-12.62","-75.41","99","4.6","20223006"
"5302","19930510","110733","-14","-75.08","52","4.6","20223006"
"5303","19930511","010656","-13.13","-73.74","59","4.6","20223006"
"5304","19930512","164459","-13.07","-75.91","86","4.6","20223006"
"5305","19930512","214743","-13.52","-75.58","95","4.6","20223006"
"5306","19930513","082000","-8.14","-79.38","54","4.6","20223006"
"5307","19930513","140459","-11.89","-74.01","41","4.6","20223006"
"5308","19930513","152658","-12.42","-75.57","99","4.6","20223006"
"5309","19930513","205203","-5.04","-81.17","22","4.6","20223006"
"5310","19930514","025453","-15.14","-74.42","36","4.6","20223006"
"5311","19930514","064200","-13.8","-75.93","31","4.6","20223006"
"5312","19930514","163158","-8.47","-76.78","30","4.6","20223006"
"5313","19930515","185853","-11.43","-76.61","106","4.6","20223006"
"5314","19930516","145955","-4.431","-80.631","85","4.6","20223006"
"5315","19930516","150013","-5.24","-80.04","63","5","20223006"
"5316","19930517","084859","-6.98","-76.72","51","4.6","20223006"
"5317","19930518","043817","-12.4","-73.47","72","4.6","20223006"
"5318","19930518","062605","-8.24","-74.88","40","4.6","20223006"
"5319","19930518","210449","-15.32","-70.844","181","4.3","20223006"
"5320","19930519","134100","-9.29","-77.82","86","4.6","20223006"
"5321","19930520","120700","-7.07","-79.62","40","4.6","20223006"
"5322","19930521","130102","-12.91","-74.16","55","4.6","20223006"
"5323","19930521","144200","-8.89","-77.74","30","4.6","20223006"
"5324","19930521","173000","-8.01","-77.71","55","4.6","20223006"
"5325","19930522","080720","-13.4","-74.52","101","4.6","20223006"
"5326","19930522","093111","-14.69","-75.88","43","4.6","20223006"
"5327","19930522","111901","-11.17","-73.91","62","4.6","20223006"
"5328","19930523","021200","-11.6","-74.13","61","4.6","20223006"
"5329","19930523","102906","-10.78","-75.84","18","4.6","20223006"
"5330","19930524","154658","-11.28","-73.62","61","4.6","20223006"
"5331","19930525","182513","-14.92","-75","46","4.6","20223006"
"5332","19930525","184407","-14.02","-74.04","34","4.6","20223006"
"5333","19930526","074757","-8.15","-73.27","188","4.9","20223006"
"5334","19930527","154436","-12.65","-75.68","53","4.6","20223006"
"5335","19930527","174656","-10.34","-74.6","63","4.6","20223006"
"5336","19930528","001006","-11.94","-75.27","59","4.6","20223006"
"5337","19930530","173528","-8.683","-74.829","138","4.5","20223006"
"5338","19930604","154032","-16.253","-69.802","203","4","20223006"
"5339","19930605","135601","-11.1","-76.9","48","4.6","20223006"
"5340","19930607","092757","-10.31","-75.26","28","4.6","20223006"
"5341","19930607","104030","-13.8","-76.03","44","4.6","20223006"
"5342","19930608","224953","-9.88","-75.51","15","4.6","20223006"
"5343","19930610","105900","-8.59","-76.26","47","4.6","20223006"
"5344","19930611","144054","-8.76","-75.41","54","4.6","20223006"
"5345","19930613","204959","-8.87","-79.29","46","4.6","20223006"
"5346","19930616","222734","-13.74","-74.19","36","4.6","20223006"
"5347","19930617","200512","-17.527","-69.401","167","4.6","20223006"
"5348","19930623","064956","-7.87","-78.17","36","4.8","20223006"
"5349","19930627","052201","-15.64","-72.37","117","4.9","20223006"
"5350","19930629","100559","-8.61","-79.37","44","5.1","20223006"
"5351","19930701","215459","-10.55","-77.11","37","4.6","20223006"
"5352","19930702","014642","-18.503","-71.177","68","4.2","20223006"
"5353","19930707","112449","-17.89","-72.47","30","5","20223006"
"5354","19930722","061259","-15.02","-73.91","19","4.9","20223006"
"5355","19930724","175416","-15.1","-71.76","130","5","20223006"
"5356","19930729","012632","-16.367","-71.948","203","4.3","20223006"
"5357","19930802","154500","-11.73","-74.12","44","6","20223006"
"5358","19930804","015858","-9.64","-74.88","145","4.8","20223006"
"5359","19930804","194154","-17.4","-72.49","27","4.6","20223006"
"5360","19930806","022458","-15.07","-75.16","28","4.6","20223006"
"5361","19930807","220959","-11.59","-73.96","63","5.2","20223006"
"5362","19930811","213713","-10.62","-78.48","21","4.6","20223006"
"5363","19930814","164226","-15.76","-76.09","15","4.8","20223006"
"5364","19930814","181236","-8.77","-78.24","104","4.6","20223006"
"5365","19930817","133125","-11.48","-73.41","144","4.7","20223006"
"5366","19930818","183430","-11.6","-76.78","114","4.6","20223006"
"5367","19930819","100130","-16.207","-71.621","139","4.4","20223006"
"5368","19930820","031911","-10.98","-77.43","38","4.8","20223006"
"5369","19930822","042607","-8.78","-74.61","78","4.9","20223006"
"5370","19930822","145705","-12.64","-76.96","61","5.5","20223006"
"5371","19930823","232512","-9.63","-76.2","58","4.9","20223006"
"5372","19930825","155711","-11.91","-76.15","126","4.6","20223006"
"5373","19930827","021223","-9.88","-75.89","147","4.6","20223006"
"5374","19930829","154257","-12.14","-77.12","66","4.6","20223006"
"5375","19930830","184530","-15.34","-75.08","57","4.6","20223006"
"5376","19930901","035753","-16.89","-72.83","56","6.3","20223006"
"5377","19930901","065453","-13.87","-77.23","15","5.2","20223006"
"5378","19930903","172901","-12.45","-77.81","42","4.6","20223006"
"5379","19930904","034404","-3.19","-78.244","84","4.7","20223006"
"5380","19930905","043423","-10.05","-78.16","31","5.7","20223006"
"5381","19930907","001952","-8.8","-75.91","110","4.6","20223006"
"5382","19930907","212619","-10.78","-78.09","36","5.1","20223006"
"5383","19930908","141014","-6.08","-80.13","101","4.9","20223006"
"5384","19930908","163908","-8.4","-78.29","55","4.9","20223006"
"5385","19930909","025042","-11.51","-76.83","138","4.6","20223006"
"5386","19930911","061432","-5.4","-76.85","128","5.9","20223006"
"5387","19930912","005434","-14.57","-77.05","25","4.7","20223006"
"5388","19930914","163355","-15.63","-75.09","23","4.6","20223006"
"5389","19930915","134611","-11.16","-73.32","56","4.7","20223006"
"5390","19930915","143747","-12.43","-76.43","100","4.5","20223006"
"5391","19930916","144030","-5.51","-78.76","47","4.8","20223006"
"5392","19930916","184748","-9.07","-81.24","21","4.8","20223006"
"5393","19930918","075626","-8.07","-74.84","146","5.3","20223006"
"5394","19930920","053404","-15.36","-76.04","38","4.8","20223006"
"5395","19930920","171033","-11.32","-77.18","45","4.7","20223006"
"5396","19930920","215748","-11.05","-80.08","15","4.9","20223006"
"5397","19930922","134051","-16.12","-71.46","32","4.9","20223006"
"5398","19930923","025109","-14.42","-74.36","133","4.7","20223006"
"5399","19930925","033105","-14.05","-76.46","22","5.2","20223006"
"5400","19930926","204244","-13.13","-76.96","52","4.9","20223006"
"5401","19930927","054151","-14.87","-76.27","9","4.7","20223006"
"5402","19930927","162705","-15.59","-76.08","27","5.3","20223006"
"5403","19930928","020439","-15.54","-75.84","26","4.8","20223006"
"5404","19930928","143336","-14.88","-75.58","10","4.6","20223006"
"5405","19930928","161018","-14.82","-76.24","12","4.6","20223006"
"5406","19930930","182535","-8.07","-75.66","129","5.1","20223006"
"5407","19931001","080223","-12.36","-76.64","79","4.7","20223006"
"5408","19931002","091827","-5.87","-77.26","39","4.7","20223006"
"5409","19931003","011436","-10.46","-73.66","149","4.7","20223006"
"5410","19931003","145820","-11.5","-77.28","49","4.6","20223006"
"5411","19931003","225001","-10.52","-75.54","45","4.9","20223006"
"5412","19931007","013024","-15.52","-72.29","43","4.7","20223006"
"5413","19931007","163543","-13.81","-75.82","35","5.8","20223006"
"5414","19931007","171401","-14.05","-75.85","42","4.8","20223006"
"5415","19931008","101647","-9.08","-78.34","25","4.9","20223006"
"5416","19931008","141756","-8.95","-75.35","40","4.6","20223006"
"5417","19931009","114703","-18.56","-71.366","10","4.3","20223006"
"5418","19931010","134210","-14.78","-76.03","62","5.4","20223006"
"5419","19931010","135839","-14.17","-75.81","38","4.9","20223006"
"5420","19931010","232048","-10.86","-74.04","121","4.8","20223006"
"5421","19931011","161234","-10.73","-78.35","12","5.1","20223006"
"5422","19931011","181342","-14.33","-76.02","43","4.6","20223006"
"5423","19931012","151040","-11.12","-77.93","17","4.6","20223006"
"5424","19931014","101427","-11","-77.33","12","4.6","20223006"
"5425","19931016","153617","-8.31","-75.42","14","4.7","20223006"
"5426","19931016","153926","-8.09","-75.85","47","4.6","20223006"
"5427","19931018","024321","-15.04","-76.3","36","4.5","20223006"
"5428","19931020","085922","-8.04","-78.12","12","4.8","20223006"
"5429","19931022","164942","-10.55","-76.61","18","4.7","20223006"
"5430","19931023","070430","-7.39","-76.46","42","4.7","20223006"
"5431","19931028","001522","-14.94","-75.39","25","4.5","20223006"
"5432","19931029","000831","-7.61","-76.46","73","4.9","20223006"
"5433","19931030","132502","-14.28","-73.02","37","4.6","20223006"
"5434","19931102","135343","-10.68","-77.69","38","4.9","20223006"
"5435","19931113","123055","-16.37","-70.733","123","5.4","20223006"
"5436","19931116","131836","-10.26","-75.592","33","4.3","20223006"
"5437","19931121","075656","-18.164","-69.719","153","4.6","20223006"
"5438","19931121","213306","-4.916","-78.052","24","4.8","20223006"
"5439","19931121","234345","-11.58","-77.22","42","4.8","20223006"
"5440","19931125","064452","-5.398","-77.134","33","4.3","20223006"
"5441","19931126","210101","-12.99","-76.08","61","4.6","20223006"
"5442","19931128","023449","-12.65","-78.02","32","4.5","20223006"
"5443","19931129","180229","-10.82","-78.82","41","4.5","20223006"
"5444","19931201","212129","-14.35","-75.59","41","4.6","20223006"
"5445","19931203","201249","-9.33","-79.49","68","4.7","20223006"
"5446","19931203","231718","-4.37","-77.16","78","4.9","20223006"
"5447","19931204","083314","-11.22","-74.92","108","4.6","20223006"
"5448","19931205","010350","-11.2","-78.21","52","4.6","20223006"
"5449","19931205","201834","-11.57","-77.32","48","4.5","20223006"
"5450","19931205","225302","-7.85","-74.56","108","4.7","20223006"
"5451","19931206","023106","-10.56","-74.97","25","4.6","20223006"
"5452","19931208","025252","-6.11","-79.26","58","5.3","20223006"
"5453","19931209","045145","-6.35","-77.98","136","5","20223006"
"5454","19931210","083408","-9.44","-75.69","148","4.7","20223006"
"5455","19931212","024804","-10.31","-79.89","3","4.7","20223006"
"5456","19931213","021434","-8.85","-80.05","49","4.7","20223006"
"5457","19931214","060718","-9.67","-78.87","26","5.4","20223006"
"5458","19931214","193120","-16.457","-72.769","88","4.5","20223006"
