"ID","FECHA_UTC","HORA_UTC","LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","FECHA_CORTE"
"12244","20070816","120310","-14.4717","-76.2394","20","4.9","20223006"
"12245","20070816","120843","-14.1045","-76.064","43","4.5","20223006"
"12246","20070816","130141","-13.6735","-77.451","13","4.9","20223006"
"12247","20070816","130509","-13.8901","-76.6591","48","5","20223006"
"12248","20070816","130634","-14.4145","-76.4496","37","4.8","20223006"
"12249","20070816","135428","-13.4629","-76.9257","49","4.8","20223006"
"12250","20070816","140211","-14.4398","-76.2753","41","4.5","20223006"
"12251","20070816","143545","-13.6147","-76.9133","54","5.1","20223006"
"12252","20070816","143611","-14.4068","-76.3712","39","4.9","20223006"
"12253","20070816","151002","-13.5155","-76.692","6","5.6","20223006"
"12254","20070816","151116","-13.5223","-77.1861","35","5.5","20223006"
"12255","20070816","174908","-14.4456","-76.3177","22","5.3","20223006"
"12256","20070816","224942","-13.6082","-76.9504","44","5.3","20223006"
"12257","20070817","003139","-14.5418","-76.3274","46","5.8","20223006"
"12258","20070817","005116","-14.5241","-76.3204","44","5.7","20223006"
"12259","20070817","011505","-13.4367","-77.3753","44","4.9","20223006"
"12260","20070817","011602","-14.1879","-76.0112","51","4.9","20223006"
"12261","20070817","011748","-14.4729","-76.2522","28","4.5","20223006"
"12262","20070817","014402","-13.5501","-76.8693","46","4.7","20223006"
"12263","20070817","014527","-13.9207","-76.3379","36","4.9","20223006"
"12264","20070817","014612","-13.8896","-76.232","16","4.6","20223006"
"12265","20070817","015814","-13.7952","-76.8412","21","4.9","20223006"
"12266","20070817","024017","-13.3802","-76.0686","32","4.5","20223006"
"12267","20070817","025231","-13.5112","-76.7792","50","5.4","20223006"
"12268","20070817","025416","-14.2712","-76.2115","41","5.5","20223006"
"12269","20070817","032540","-14.8901","-76.166","32","4.9","20223006"
"12270","20070817","040236","-13.6373","-76.6961","38","4.9","20223006"
"12271","20070817","051303","-14.3478","-76.5536","20","4.9","20223006"
"12272","20070817","061624","-14.7552","-76.0701","51","5.8","20223006"
"12273","20070817","061804","-14.288","-76.3755","28","5.8","20223006"
"12274","20070817","063803","-14.2629","-76.3114","36","5.8","20223006"
"12275","20070817","082430","-14.2896","-76.4283","14","4.7","20223006"
"12276","20070817","100509","-13.5981","-76.6696","20","5","20223006"
"12277","20070817","100723","-13.5833","-76.7338","25","5","20223006"
"12278","20070817","120508","-13.448","-76.8927","19","4.7","20223006"
"12279","20070817","120745","-13.6154","-77.0084","48","4.7","20223006"
"12280","20070817","121153","-13.811","-75.9628","59","5.1","20223006"
"12281","20070817","121308","-14.4679","-76.266","33","5","20223006"
"12282","20070817","130014","-13.7643","-75.8713","58","4.9","20223006"
"12283","20070817","130513","-14.5094","-76.2189","25","4.9","20223006"
"12284","20070817","131807","-13.5899","-76.8061","24","6.1","20223006"
"12285","20070817","153121","-13.5122","-77.0071","46","5.1","20223006"
"12286","20070817","163845","-4.9415","-80.8165","42","4.6","20223006"
"12287","20070817","191442","-13.4891","-77.1729","47","5.2","20223006"
"12288","20070817","205332","-17.227","-69.863","44","4.2","20223006"
"12289","20070817","211702","-14.5318","-76.1712","47","4.7","20223006"
"12290","20070817","211839","-14.4546","-76.2597","39","4.5","20223006"
"12291","20070817","212836","-13.9013","-76.3264","35","4.8","20223006"
"12292","20070817","213759","-14.4","-76.6414","46","5.1","20223006"
"12293","20070817","220534","-14.4795","-76.2586","23","5","20223006"
"12294","20070817","230559","-17.008","-70.126","44","4.4","20223006"
"12295","20070817","234745","-13.6446","-76.3253","47","4.5","20223006"
"12296","20070818","005033","-14.2567","-76.7602","25","4.8","20223006"
"12297","20070818","005216","-13.7424","-77.2381","16","4.8","20223006"
"12298","20070818","010723","-13.6403","-76.8073","46","4.8","20223006"
"12299","20070818","025004","-13.88","-76.358","39","4.4","20223006"
"12300","20070818","025228","-14.0769","-76.8626","30","6.2","20223006"
"12301","20070818","033023","-13.8561","-76.421","43","4.6","20223006"
"12302","20070818","033149","-14.327","-76.4658","25","4.6","20223006"
"12303","20070818","033234","-13.9794","-75.7467","61","4.7","20223006"
"12304","20070818","043532","-13.6213","-76.3548","47","4.6","20223006"
"12305","20070818","060205","-13.3563","-76.8708","49","4.5","20223006"
"12306","20070818","062130","-14.3214","-77.0082","46","5.4","20223006"
"12307","20070818","081222","-5.8287","-77.4283","55","5.1","20223006"
"12308","20070818","112011","-15.111","-76.7173","37","4.9","20223006"
"12309","20070818","141802","-18.054","-69.41","35","4.1","20223006"
"12310","20070818","142720","-17.95","-69.437","35","4.1","20223006"
"12311","20070818","200046","-13.6423","-76.7424","39","4.9","20223006"
"12312","20070818","200132","-13.9104","-76.8957","43","4.9","20223006"
"12313","20070819","005428","-13.6531","-76.6666","16","5.4","20223006"
"12314","20070819","005614","-13.661","-76.6224","18","5.4","20223006"
"12315","20070819","012236","-13.6741","-76.7993","23","6.1","20223006"
"12316","20070819","012537","-13.603","-76.5753","15","5.4","20223006"
"12317","20070819","013723","-13.6048","-76.5105","25","4.6","20223006"
"12318","20070819","013926","-14.3783","-76.4604","39","4.8","20223006"
"12319","20070819","014008","-13.253","-76.3124","0","4.6","20223006"
"12320","20070819","050624","-13.5718","-76.4409","33","5","20223006"
"12321","20070819","071605","-13.639","-76.7264","27","5","20223006"
"12322","20070819","080239","-11.6531","-74.6247","56","4.9","20223006"
"12323","20070819","083500","-14.2297","-76.7663","34","4.5","20223006"
"12324","20070819","092047","-13.7552","-76.6718","36","5.1","20223006"
"12325","20070819","161245","-17.303","-69.751","51","4","20223006"
"12326","20070819","163806","-13.5743","-76.4841","22","4.7","20223006"
"12327","20070819","201139","-13.6186","-76.6716","42","5.9","20223006"
"12328","20070819","211812","-14.3745","-76.2544","43","5","20223006"
"12329","20070819","232223","-13.739","-77.389","35","4.1","20223006"
"12330","20070820","010713","-13.8277","-75.724","67","4.7","20223006"
"12331","20070820","021644","-14.2385","-76.5157","34","4.9","20223006"
"12332","20070820","090809","-13.499","-76.91","48","4.2","20223006"
"12333","20070820","101045","-14.252","-76.462","23","4.8","20223006"
"12334","20070820","120023","-13.381","-77.223","35","4.2","20223006"
"12335","20070820","183018","-8.375","-74.184","155","4.7","20223006"
"12336","20070820","185154","-13.541","-76.437","35","4.7","20223006"
"12337","20070820","212356","-13.8318","-76.533","39","5.5","20223006"
"12338","20070821","075700","-13.5523","-77.0563","42","4.9","20223006"
"12339","20070821","084944","-14.1778","-76.6478","46","4.6","20223006"
"12340","20070821","085609","-13.5356","-76.3777","48","4.5","20223006"
"12341","20070821","100101","-13.935","-76.841","35","4.8","20223006"
"12342","20070821","181630","-13.537","-76.5436","32","4.9","20223006"
"12343","20070821","181824","-14.3364","-76.1326","40","4.9","20223006"
"12344","20070821","203746","-13.8183","-76.5595","49","5.6","20223006"
"12345","20070821","211835","-13.6823","-76.2998","53","4.6","20223006"
"12346","20070821","213121","-13.5397","-76.9315","16","5.6","20223006"
"12347","20070821","213221","-13.5803","-77.0481","43","5.3","20223006"
"12348","20070822","044716","-13.5967","-76.5814","23","4.6","20223006"
"12349","20070822","052818","-14.26","-76.7075","44","4.9","20223006"
"12350","20070822","064718","-13.4689","-77.1971","43","4.9","20223006"
"12351","20070822","100059","-14.3616","-76.2642","41","5.1","20223006"
"12352","20070822","172528","-14.386","-76.5076","24","5.1","20223006"
"12353","20070822","214511","-14.2428","-76.6021","19","4.5","20223006"
"12354","20070823","065336","-13.2488","-77.0306","49","4.8","20223006"
"12355","20070823","094541","-13.6688","-77.0518","39","5.1","20223006"
"12356","20070823","194017","-14.0217","-76.4025","27","4.7","20223006"
"12357","20070824","014709","-13.834","-76.922","51","4.9","20223006"
"12358","20070824","101759","-13.5336","-76.9226","21","4.5","20223006"
"12359","20070824","185633","-8.0996","-74.0626","173","4.9","20223006"
"12360","20070824","201317","-14.1558","-76.6155","25","4.5","20223006"
"12361","20070825","140016","-17.24","-69.386","171","4","20223006"
"12362","20070825","184138","-13.7255","-77.0252","16","5.1","20223006"
"12363","20070826","102530","-13.5616","-77.0135","52","4.6","20223006"
"12364","20070826","125012","-13.6715","-76.9331","25","4.9","20223006"
"12365","20070826","175819","-8.0578","-74.4827","179","5.3","20223006"
"12366","20070826","192244","-12.4034","-77.5412","20","4.6","20223006"
"12367","20070826","231542","-14.3236","-76.3659","17","4.8","20223006"
"12368","20070827","054032","-16.3273","-71.9995","50","5","20223006"
"12369","20070827","145724","-14.1817","-76.6379","35","4.6","20223006"
"12370","20070827","231238","-17.119","-70.382","116","4.3","20223006"
"12371","20070828","181732","-13.3931","-76.1754","53","4.9","20223006"
"12372","20070829","081946","-8.5371","-74.4235","191","5.1","20223006"
"12373","20070829","141446","-14.1888","-76.4553","21","4.7","20223006"
"12374","20070830","023848","-13.6322","-76.7307","33","4.9","20223006"
"12375","20070830","024056","-14.464","-76.3678","39","4.9","20223006"
"12376","20070830","092036","-14.1452","-77.0289","33","4.6","20223006"
"12377","20070831","101021","-14.2284","-76.506","35","4.6","20223006"
"12378","20070831","124653","-15.58","-74.6341","81","4.7","20223006"
"12379","20070831","204327","-13.8156","-76.4602","36","4.6","20223006"
"12380","20070901","080620","-13.6375","-76.6604","48","4.9","20223006"
"12381","20070901","141224","-14.4619","-76.4394","37","5","20223006"
"12382","20070901","221828","-14.5722","-76.2154","30","4.8","20223006"
"12383","20070903","025614","-14.4022","-76.6463","44","4.6","20223006"
"12384","20070903","205628","-14.0366","-76.7044","36","4.9","20223006"
"12385","20070904","011523","-17.3717","-73.5993","34","4.5","20223006"
"12386","20070904","012442","-16.6419","-73.1945","38","4.9","20223006"
"12387","20070905","040142","-14.2629","-75.9897","38","4.5","20223006"
"12388","20070905","105302","-13.9169","-77.0057","11","5.4","20223006"
"12389","20070905","140657","-14.283","-76.495","28","5","20223006"
"12390","20070906","101411","-13.6726","-75.8729","56","4.6","20223006"
"12391","20070907","095848","-13.7203","-75.8171","73","4.6","20223006"
"12392","20070907","183439","-8.514","-73.782","159","4.2","20223006"
"12393","20070909","155723","-13.581","-77.0138","40","4.5","20223006"
"12394","20070909","203638","-14.1093","-76.4983","44","4.6","20223006"
"12395","20070909","223042","-13.5945","-76.7589","25","5.3","20223006"
"12396","20070910","001303","-17.489","-69.7884","20","5.5","20223006"
"12397","20070910","003713","-17.6023","-69.9991","12","4.9","20223006"
"12398","20070910","142457","-14.2764","-76.3732","35","4.5","20223006"
"12399","20070912","164042","-14.4217","-76.4381","37","4.6","20223006"
"12400","20070913","045917","-14.3404","-76.4732","33","4.8","20223006"
"12401","20070913","232006","-13.5826","-76.3958","62","4.9","20223006"
"12402","20070914","220632","-13.6312","-77.0199","17","4.6","20223006"
"12403","20070914","233110","-9.3609","-78.8399","58","4.9","20223006"
"12404","20070915","020020","-13.6604","-76.884","44","4.7","20223006"
"12405","20070915","182945","-13.5904","-77.1124","40","4.7","20223006"
"12406","20070917","084331","-13.5973","-76.8544","41","4.7","20223006"
"12407","20070917","105741","-8.9296","-74.3809","150","5.6","20223006"
"12408","20070917","165526","-13.7636","-76.5133","35","4.9","20223006"
"12409","20070918","023930","-13.5724","-77.073","29","5.1","20223006"
"12410","20070920","002502","-14.2361","-76.4265","19","4.5","20223006"
"12411","20070920","013041","-13.712","-76.3958","43","4.5","20223006"
"12412","20070920","045226","-15.565","-71.323","154","4.3","20223006"
"12413","20070920","072042","-3.7464","-80.2613","31","4.6","20223006"
"12414","20070920","073036","-15.8679","-73.7285","46","5.4","20223006"
"12415","20070921","000228","-14.2478","-72.9612","62","4.9","20223006"
"12416","20070921","054555","-18.1739","-69.6274","117","4.8","20223006"
"12417","20070921","223855","-14.2928","-77.0563","28","5.3","20223006"
"12418","20070922","220439","-13.6224","-77.1932","30","4.9","20223006"
"12419","20070923","211505","-17.2772","-70.0987","21","4.8","20223006"
"12420","20070924","022553","-12.9898","-72.0765","40","5.4","20223006"
"12421","20070924","103113","-17.597","-70.0929","9","4.9","20223006"
"12422","20070924","183406","-9.2212","-79.3961","43","5.3","20223006"
"12423","20070926","191227","-10.0306","-79.0697","60","4.6","20223006"
"12424","20070927","023200","-16.239","-69.602","203","4","20223006"
"12425","20070928","024235","-5.8616","-81.0472","29","5.2","20223006"
"12426","20070930","190637","-8.7442","-79.4367","82","4.5","20223006"
"12427","20071001","131528","-10.5791","-78.7411","44","4.7","20223006"
"12428","20071001","201313","-10.6815","-78.4125","47","5","20223006"
"12429","20071001","231058","-13.054","-70.429","45","4.4","20223006"
"12430","20071002","084518","-5.4399","-77.3768","52","4.7","20223006"
"12431","20071003","003021","-4.9807","-76.2435","103","4.9","20223006"
"12432","20071005","014221","-13.6255","-76.8003","25","4.5","20223006"
"12433","20071005","080433","-17.3608","-70.2368","149","4.7","20223006"
"12434","20071005","202858","-13.6046","-77.1963","39","5.4","20223006"
"12435","20071005","230542","-13.5828","-77.0576","20","5.3","20223006"
"12436","20071006","013639","-14.8361","-75.8594","47","4.5","20223006"
"12437","20071006","073937","-13.997","-76.2044","37","4.8","20223006"
"12438","20071006","074034","-13.5725","-76.9546","42","4.8","20223006"
"12439","20071006","200701","-13.5388","-76.7736","21","4.8","20223006"
"12440","20071006","200940","-13.7172","-77.1514","6","4.8","20223006"
"12441","20071008","205027","-13.4301","-76.544","50","4.5","20223006"
"12442","20071009","015221","-13.6122","-76.326","58","5.3","20223006"
"12443","20071009","065659","-13.6368","-77.1701","31","4.5","20223006"
"12444","20071009","114445","-16.826","-69.429","187","4","20223006"
"12445","20071009","224611","-7.495","-75.417","49","4","20223006"
"12446","20071009","231420","-14.3505","-76.4952","24","4.5","20223006"
"12447","20071010","201059","-10.3484","-79.2602","28","4.7","20223006"
"12448","20071013","013500","-5.6693","-80.0458","75","5","20223006"
"12449","20071013","140708","-14.9056","-74.6839","42","4.9","20223006"
"12450","20071016","044844","-7.2966","-80.4903","61","4.5","20223006"
"12451","20071016","132128","-17.8482","-70.3257","66","4.7","20223006"
"12452","20071018","005313","-15.8552","-74.6004","76","5.3","20223006"
"12453","20071019","090501","-6.1283","-80.495","47","4.5","20223006"
"12454","20071020","085247","-15.3731","-72.2727","86","5.1","20223006"
"12455","20071021","235149","-13.4327","-76.5168","68","4.6","20223006"
"12456","20071022","090905","-8.6914","-75.0467","160","4.5","20223006"
"12457","20071023","030352","-14.3279","-76.2084","13","4.5","20223006"
"12458","20071024","164552","-12.3741","-75.4742","89","5.4","20223006"
"12459","20071024","183634","-17.1398","-71.4425","10","4.5","20223006"
"12460","20071025","023241","-14.3739","-76.4339","18","4.6","20223006"
"12461","20071025","073151","-15.4334","-75.6051","46","5.3","20223006"
"12462","20071028","010601","-15.7446","-72.9666","70","4.8","20223006"
"12463","20071029","081223","-11.7312","-73.5834","20","5.1","20223006"
"12464","20071029","152632","-16.6893","-73.8627","43","4.8","20223006"
"12465","20071030","042732","-5.1935","-81.1275","33","4.9","20223006"
"12466","20071030","064820","-5.2296","-81.0726","26","4.5","20223006"
"12467","20071030","131728","-17.9175","-70.6151","42","4.6","20223006"
"12468","20071031","031056","-18.3536","-70.1622","97","4.5","20223006"
"12469","20071031","190552","-8.2639","-80.9591","17","4.5","20223006"
"12470","20071102","175601","-8.7538","-80.4697","9","4.5","20223006"
"12471","20071102","182711","-9.0417","-81.3861","50","4.8","20223006"
"12472","20071103","012316","-9.8156","-75.79","31","4.7","20223006"
"12473","20071104","110829","-15.7013","-74.2779","67","4.6","20223006"
"12474","20071106","024019","-18.6241","-72.5563","34","4.5","20223006"
"12475","20071107","104347","-16.0242","-74.6554","60","4.6","20223006"
"12476","20071108","091859","-13.6714","-76.773","22","4.6","20223006"
"12477","20071109","043425","-8.7601","-75.8365","60","4.5","20223006"
"12478","20071109","050639","-5.922","-77.1608","128","4.5","20223006"
"12479","20071109","064608","-3.144","-80.3167","31","4.5","20223006"
"12480","20071109","081434","-15.1668","-71.8238","135","5.2","20223006"
"12481","20071110","050231","-10.2198","-75.5514","12","4.5","20223006"
"12482","20071112","172217","-15.3015","-74.1588","40","4.5","20223006"
"12483","20071113","160919","-3.6674","-81.2715","18","4.5","20223006"
"12484","20071113","195821","-16.3178","-76.2946","15","4.6","20223006"
"12485","20071114","010707","-15.0455","-72.2316","115","4.6","20223006"
"12486","20071114","014736","-17.3652","-71.3386","82","4.5","20223006"
"12487","20071115","123117","-14.7972","-74.8015","85","4.7","20223006"
"12488","20071116","065345","-13.6312","-76.6872","41","4.8","20223006"
"12489","20071117","215052","-16.327","-74.59","51","4.6","20223006"
"12490","20071118","070246","-18.4722","-70.4428","33","5.6","20223006"
"12491","20071118","123430","-13.6669","-77.0337","18","4.9","20223006"
"12492","20071118","134506","-15.4659","-71.4317","145","4.9","20223006"
"12493","20071119","033532","-9.1378","-79.6629","75","4.6","20223006"
"12494","20071120","101324","-17.4632","-72.2465","14","4.9","20223006"
"12495","20071121","042423","-5.0943","-78.129","112","4.7","20223006"
"12496","20071121","092422","-14.2256","-76.4845","24","4.9","20223006"
"12497","20071121","151142","-14.9466","-74.6623","67","4.5","20223006"
"12498","20071124","205954","-9.9137","-75.086","15","4.6","20223006"
"12499","20071126","085942","-6.6738","-81.4826","55","4.5","20223006"
"12500","20071127","073204","-14.5215","-76.1854","28","4.6","20223006"
"12501","20071127","074047","-14.4956","-76.1756","25","4.5","20223006"
"12502","20071127","162456","-14.3851","-75.958","53","4.6","20223006"
"12503","20071128","042956","-4.3658","-80.6995","31","4.5","20223006"
"12504","20071128","174416","-13.6857","-77.313","16","4.5","20223006"
"12505","20071128","194545","-6.039","-80.4532","54","4.5","20223006"
"12506","20071128","233256","-10.4749","-74.9738","22","4.5","20223006"
"12507","20071129","154820","-8.897","-74.8182","83","4.9","20223006"
"12508","20071129","194424","-15.3491","-71.1345","61","4.5","20223006"
"12509","20071129","195000","-15.9593","-75.7781","19","4.6","20223006"
"12510","20071130","082535","-14.2159","-76.3131","40","4.5","20223006"
"12511","20071130","162859","-13.5743","-76.2704","50","4.5","20223006"
"12512","20071202","052751","-4.2186","-76.4803","31","4.8","20223006"
"12513","20071204","044325","-14.3789","-76.597","42","4.9","20223006"
"12514","20071204","101408","-14.3406","-76.4672","19","4.9","20223006"
"12515","20071204","131352","-6.609","-75.72","25","4.1","20223006"
"12516","20071204","195658","-17.7098","-70.6301","143","5.4","20223006"
"12517","20071205","101304","-3.8928","-79.9677","75","4.6","20223006"
"12518","20071205","103303","-3.8919","-79.9173","111","4.5","20223006"
"12519","20071207","014057","-13.6604","-76.9958","18","5.8","20223006"
"12520","20071209","010007","-13.2652","-76.5526","48","4.5","20223006"
"12521","20071209","123451","-4.3609","-77.9392","45","4.7","20223006"
"12522","20071209","231315","-6.1108","-78.8372","13","4.7","20223006"
"12523","20071210","120015","-7.9128","-79.0199","66","5.1","20223006"
"12524","20071210","142914","-7.976","-76.5043","165","5.3","20223006"
"12525","20071212","170157","-14.509","-76.183","28","5","20223006"
"12526","20071218","022745","-13.2047","-77.1053","48","4.5","20223006"
"12527","20071219","133350","-14.4597","-75.8043","48","5","20223006"
"12528","20071220","061301","-17.6645","-70.885","75","5.3","20223006"
"12529","20071220","085125","-14.4663","-74.0263","76","4.7","20223006"
"12530","20071220","182258","-13.9312","-75.1688","81","4.5","20223006"
"12531","20071222","051529","-13.0289","-76.6184","49","4.9","20223006"
"12532","20071222","051742","-10.851","-74.6826","23","4.9","20223006"
"12533","20071225","043130","-4.6578","-80.1786","60","4.8","20223006"
"12534","20071225","210217","-9.0313","-73.4606","58","4.9","20223006"
"12535","20071227","111425","-14.4141","-76.3457","39","4.5","20223006"
"12536","20071231","044913","-7.0894","-80.5213","26","4.5","20223006"
"12537","20071231","045533","-7.3648","-79.8891","53","4.5","20223006"
"12538","20071231","103619","-7.185","-80.8097","23","4.7","20223006"
"12539","20071231","103941","-15.0651","-75.9005","27","5.5","20223006"
"12540","20071231","105859","-15.0665","-75.787","14","5.3","20223006"
"12541","20071231","151444","-14.939","-75.6123","40","4.5","20223006"
"12542","20080102","003321","-13.1909","-76.1988","84","4.7","20223006"
"12543","20080102","232658","-15.9953","-73.1818","105","5.2","20223006"
"12544","20080103","043918","-7.4836","-76.1138","57","4.9","20223006"
"12545","20080104","135535","-18.7126","-70.2318","77","4.9","20223006"
"12546","20080106","160230","-13.6256","-77.0209","21","4.6","20223006"
"12547","20080108","022944","-3.094","-80.4454","61","4.5","20223006"
"12548","20080108","161236","-8.8432","-76.2365","15","4.5","20223006"
"12549","20080109","054459","-13.5725","-76.3111","51","4.6","20223006"
"12550","20080110","214629","-7.1948","-75.1474","170","4.5","20223006"
"12551","20080112","034813","-6.9961","-79.5551","71","5.2","20223006"
"12552","20080112","153806","-7.553","-71.617","560","4.8","20223006"
"12553","20080114","030341","-6.5087","-81.2383","58","4.5","20223006"
"12554","20080115","233454","-16.7418","-72.6082","79","4.5","20223006"
"12555","20080116","233453","-16.702","-72.572","81","4.4","20223006"
"12556","20080117","020059","-13.4448","-77.1568","48","4.7","20223006"
"12557","20080117","225522","-2.9316","-80.8729","10","4.5","20223006"
"12558","20080118","083656","-16.2612","-74.8764","27","4.6","20223006"
"12559","20080118","234653","-15.4951","-75.3102","72","5.3","20223006"
"12560","20080119","030327","-4.931","-80.3123","43","4.5","20223006"
"12561","20080119","121130","-15.0688","-73.9473","76","4.6","20223006"
"12562","20080119","130808","-4.2267","-80.6918","68","4.5","20223006"
"12563","20080120","080713","-8.9472","-76.3643","20","4.6","20223006"
"12564","20080123","214912","-2.7492","-80.992","50","4.8","20223006"
"12565","20080124","022454","-16.358","-75.3618","0","4.5","20223006"
"12566","20080125","052450","-16.518","-72.685","25","4.7","20223006"
"12567","20080125","111348","-16.6032","-71.8803","40","4.8","20223006"
"12568","20080126","120318","-5.947","-75.4306","156","4.5","20223006"
"12569","20080126","175951","-2.88","-80.39","64","5.2","20223006"
"12570","20080127","043906","-10.036","-74.3717","138","4.7","20223006"
"12571","20080131","190252","-14.2542","-73.9097","115","5","20223006"
"12572","20080131","204438","-14.1631","-73.8499","98","4.8","20223006"
"12573","20080201","203909","-3.7327","-80.4495","59","4.5","20223006"
"12574","20080202","061003","-14.2689","-76.6222","38","4.9","20223006"
"12575","20080202","134926","-6.7689","-76.3268","111","4.8","20223006"
"12576","20080202","163823","-18.4442","-70.5774","90","4.5","20223006"
"12577","20080203","220807","-15.793","-73.4099","58","4.5","20223006"
"12578","20080206","085529","-15.9151","-72.6301","65","4.8","20223006"
"12579","20080207","220331","-8.3684","-74.3835","167","4.6","20223006"
"12580","20080208","152653","-4.0732","-81.5567","35","5.3","20223006"
"12581","20080209","093252","-16.0947","-71.8047","171","5.2","20223006"
"12582","20080210","044951","-13.5931","-76.6439","24","4.6","20223006"
"12583","20080211","091509","-17.0058","-74.7766","44","4.5","20223006"
"12584","20080213","045327","-15.316","-72.7298","124","5.5","20223006"
"12585","20080213","165115","-9.2063","-76.3791","28","4.8","20223006"
"12586","20080216","155929","-4.7805","-80.8941","40","4.5","20223006"
"12587","20080217","004742","-13.5335","-77.083","47","5.2","20223006"
"12588","20080217","212931","-6.3653","-75.3257","195","4.9","20223006"
"12589","20080220","141102","-8.3128","-80.3167","77","4.9","20223006"
"12590","20080221","152250","-7.3308","-80.8059","37","4.5","20223006"
"12591","20080224","030517","-15.8157","-72.81","112","4.6","20223006"
"12592","20080225","213806","-2.431","-81.3708","10","4.7","20223006"
"12593","20080226","101134","-17.6862","-71.269","25","5","20223006"
"12594","20080227","013342","-9.1007","-74.5043","91","4.5","20223006"
"12595","20080228","100810","-15.5446","-73.9865","90","4.7","20223006"
"12596","20080228","131129","-16.6313","-72.8026","28","4.8","20223006"
"12597","20080228","182817","-15.5303","-72.9786","57","4.5","20223006"
"12598","20080301","011230","-7.8312","-78.0218","11","5","20223006"
"12599","20080301","134006","-9.8167","-79.3017","61","4.5","20223006"
"12600","20080303","155217","-13.8054","-77.449","26","4.9","20223006"
"12601","20080304","144708","-11.6257","-74.1693","117","4.9","20223006"
"12602","20080307","054351","-15.2355","-74.3568","42","4.9","20223006"
"12603","20080307","210924","-14.4933","-76.1638","22","4.5","20223006"
"12604","20080307","223500","-17.4611","-70.5516","110","5.5","20223006"
"12605","20080308","235110","-13.348","-76.8272","29","5.2","20223006"
"12606","20080311","004710","-16.1123","-73.9571","10","4.8","20223006"
"12607","20080312","040609","-6.6043","-80.4852","41","4.5","20223006"
"12608","20080312","063313","-13.5974","-76.9139","24","4.5","20223006"
"12609","20080313","071751","-14.8652","-74.8118","35","4.5","20223006"
"12610","20080316","104311","-17.0103","-70.2458","132","5","20223006"
"12611","20080316","123755","-6.2078","-79.9232","71","5","20223006"
"12612","20080320","044319","-11.9615","-79.2246","22","5.2","20223006"
"12613","20080320","045438","-14.774","-70.695","168","4.2","20223006"
"12614","20080320","210809","-15.3532","-70.4133","215","5","20223006"
"12615","20080321","053217","-3.0862","-79.9908","64","4.8","20223006"
"12616","20080322","173329","-18.1705","-70.9156","26","4.7","20223006"
"12617","20080322","220503","-6.8358","-79.8773","53","4.5","20223006"
"12618","20080323","201212","-16.2426","-73.2793","57","4.9","20223006"
"12619","20080324","024752","-13.058","-70.642","35","4","20223006"
"12620","20080327","232315","-16.4207","-69.3956","170","5","20223006"
"12621","20080329","064059","-12.0977","-77.7118","54","4.9","20223006"
"12622","20080329","085927","-14.5066","-72.4474","126","4.7","20223006"
"12623","20080329","125123","-12.2356","-77.2875","50","5.6","20223006"
"12624","20080401","102236","-16.976","-69.539","178","4.2","20223006"
"12625","20080401","205710","-3.1712","-80.3853","39","4.9","20223006"
"12626","20080403","231903","-13.6693","-77.0912","43","4.5","20223006"
"12627","20080404","152202","-8.9117","-80.2321","29","4.6","20223006"
"12628","20080405","173322","-15.5293","-71.242","153","4.7","20223006"
"12629","20080409","005133","-18.5952","-70.6187","62","4.9","20223006"
"12630","20080409","210945","-7.2387","-76.4481","128","5.1","20223006"
"12631","20080410","093233","-15.6968","-73.2367","146","4.5","20223006"
"12632","20080412","190935","-18.5971","-70.1527","61","4.6","20223006"
"12633","20080412","211028","-13.5392","-76.9686","53","4.7","20223006"
"12634","20080413","074132","-13.2398","-77.11","52","5","20223006"
"12635","20080413","113901","-15.7669","-73.7034","47","4.5","20223006"
"12636","20080415","062237","-13.8458","-76.654","46","5.3","20223006"
"12637","20080416","110317","-11.8049","-77.2209","38","4.5","20223006"
"12638","20080417","072451","-18.4713","-70.5884","77","5.1","20223006"
"12639","20080418","062037","-13.6578","-77.0754","52","4.7","20223006"
"12640","20080419","155033","-14.4254","-71.029","0","4.6","20223006"
"12641","20080421","042832","-14.5193","-76.1025","34","4.6","20223006"
"12642","20080421","150429","-18.416","-69.794","104","4.5","20223006"
"12643","20080422","220015","-13.2796","-75.8812","79","4.5","20223006"
"12644","20080428","110023","-5.896","-80.2147","57","4.5","20223006"
"12645","20080501","135621","-9.0468","-79.4052","27","4.7","20223006"
"12646","20080505","065857","-18.0883","-70.8096","26","4.9","20223006"
"12647","20080505","170656","-4.097","-77.9984","141","4.8","20223006"
"12648","20080506","035322","-15.8768","-73.1343","56","4.5","20223006"
"12649","20080507","175851","-16.9397","-73.0696","46","4.5","20223006"
"12650","20080510","064319","-7.8638","-79.554","22","4.5","20223006"
"12651","20080510","114332","-5.2555","-76.7389","78","4.9","20223006"
"12652","20080513","134241","-15.1567","-74.346","62","4.7","20223006"
"12653","20080515","015448","-2.713","-77.885","39","4.5","20223006"
"12654","20080515","052701","-11.0779","-76.0901","163","4.7","20223006"
"12655","20080515","120104","-14.5063","-76.1578","39","4.9","20223006"
"12656","20080515","184148","-8.7461","-74.1976","30","4.5","20223006"
"12657","20080516","202826","-14.1322","-76.2084","37","4.8","20223006"
"12658","20080517","175833","-15.148","-72.4732","42","4.5","20223006"
